hide on bush,"

				375 LP
			
							/
						
806W
736L

Win Ratio 52%

",2018-10-30 07:23:32.226485
미니맵안보는사람,"

				879 LP
			
							/
						
239W
132L

Win Ratio 64%

",2018-10-30 07:23:40.462109
미니맵안보는사람,"

				880 LP
			
							/
						
239W
132L

Win Ratio 64%

",2018-10-30 08:31:42.938890
미니맵안보는사람,"

				880 LP
			
							/
						
239W
132L

Win Ratio 64%

",2018-10-30 08:33:13.927722
hide on bush,"

				375 LP
			
							/
						
806W
736L

Win Ratio 52%

",2018-10-30 08:39:47.191654
